word,definition
palermo,the capital of Sicily; located in northwestern Sicily; an important port for 3000 years
palette,the range of colour characteristic of a particular artist or painting or school of art
palfrey,especially a light saddle horse for a woman
pallium,the layer of unmyelinated neurons (the grey matter) forming the cortex of the cerebrum
pallone,an Italian game similar to tennis
palmate,(of the feet of water birds) having three toes connected by a thin fold of skin
palmist,fortuneteller who predicts your future by the lines on your palms
palmyra,tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar; leaves used for thatching and weaving
palpate,examine (a body part) by palpation
palsied,affect with palsy
pamlico,a member of the Algonquian people formerly of the Pamlico river valley in North Carolina
panacea,(Greek mythology) the goddess of healing; daughter of Aesculapius and sister of Hygeia
panache,distinctive and stylish elegance
pancake,a flat cake of thin batter fried on both sides on a griddle
pandion,type genus of the Pandionidae
pandora,(Greek mythology) the first woman; created by Hephaestus on orders from Zeus who presented her to Epimetheus along with a box filled with evils
panfish,any of numerous small food fishes; especially those caught with hook and line and not available on the market
pangaea,(plate tectonics) a hypothetical continent including all the landmass of the earth prior to the Triassic period when it split into Laurasia and Gondwanaland
panicky,thrown into a state of intense fear or desperation
panicle,compound raceme or branched cluster of flowers
panicum,panic grass
panjabi,a member of the majority people of Punjab in northwestern India
pannier,either of a pair of bags or boxes hung over the rear wheel of a vehicle (as a bicycle)
panning,make a sweeping movement
panocha,fudge made with brown sugar and butter and milk and nuts
panoche,fudge made with brown sugar and butter and milk and nuts
panoply,a complete and impressive array
panpipe,a primitive wind instrument consisting of several parallel pipes bound together
panther,a large spotted feline of tropical America similar to the leopard; in some classifications considered a member of the genus Felis
panties,short underpants for women or children (usually used in the plural)
pantile,a roofing tile with a S-shape; laid so that curves overlap
panting,breathing heavily (as after exertion)
papaver,type genus of the Papaveraceae; chiefly bristly hairy herbs with usually showy flowers
papered,cover with paper
paperer,one whose occupation is decorating walls with wallpaper
papilla,(botany) a tiny outgrowth on the surface of a petal or leaf
papoose,an American Indian infant
pappose,(of plants such as dandelions and thistles) having pappi or tufts of featherlike hairs or delicate bristles
paprika,plant bearing large mild thick-walled usually bell-shaped fruits; the principal salad peppers
papyrus,paper made from the papyrus plant by cutting it in strips and pressing it flat; used by ancient Egyptians and Greeks and Romans
parable,a short moral story (often with animal characters)
parader,walks with regular or stately step
paradox,(logic) a statement that contradicts itself
paragon,an ideal instance; a perfect embodiment of a concept
parapet,a low wall along the edge of a roof or balcony
parasol,a handheld collapsible source of shade
parazoa,multicellular organisms having less-specialized cells than in the Metazoa; comprises the single phylum Porifera
parboil,cook (vegetables) briefly
pardner,an associate in an activity or endeavor or sphere of common interest
paresis,a slight or partial paralysis
paretic,a person afflicted with paresis (partial paralysis)
parfait,layers of ice cream and syrup and whipped cream
paridae,titmice and chickadees
parking,space in which vehicles can be parked
parkway,a wide scenic road planted with trees
parlous,fraught with danger
parolee,someone released on probation or on parole
parotid,relating to or located near the parotid gland
parquet,a floor made of parquetry
parsley,annual or perennial herb with aromatic leaves
parsnip,the whitish root of cultivated parsnip
partake,have some of the qualities or attributes of something
partial,the derivative of a function of two or more variables with respect to a single variable while the other variables are considered to be constant
partner,a person's partner in marriage
partook,have some of the qualities or attributes of something
parvenu,a person who has suddenly risen to a higher economic status but has not gained social acceptance of others in that class
paschal,of or relating to Passover or Easter
passado,(fencing) an attacking thrust made with one foot forward and the back leg straight and with the sword arm outstretched forward
passage,the act of passing from one state or place to the next
passant,in walking position with right foreleg raised
passing,(American football) a play that involves one player throwing the ball to a teammate
passion,a strong feeling or emotion
passive,the voice used to indicate that the grammatical subject of the verb is the recipient (not the source) of the action denoted by the verb
passkey,key that secures entrance everywhere
pastern,the part between the fetlock and the hoof
pasteur,French chemist and biologist whose discovery that fermentation is caused by microorganisms resulted in the process of pasteurization (1822-1895)
pastime,a diversion that occupies one's time and thoughts (usually pleasantly)
pasting,join or attach with or as if with glue
pasture,a field covered with grass or herbage and suitable for grazing by livestock
patella,a small flat triangular bone in front of the knee that protects the knee joint
patency,the openness (lack of obstruction) of a bodily passage or duct
