word,definition
ratty,of or characteristic of rats
ravel,French composer and exponent of Impressionism (1875-1937)
raven,large black bird with a straight bill and long wedge-shaped tail
raver,a participant in a rave dancing party
rayed,emit as rays
rayon,a synthetic silklike fabric
razor,edge tool used in shaving
reach,the limits within which something can be effective
react,show a response or a reaction to something
ready,poised for action
realm,a domain in which something is dominant
rearm,arm again
reave,steal goods; take as spoils
rebel,`Johnny' was applied as a nickname for Confederate soldiers by the Federal soldiers in the American Civil War; `greyback' derived from their grey Confederate uniforms
rebus,a puzzle where you decode a message consisting of pictures representing syllables and words
rebut,"overthrow by argument, evidence, or proof"
recap,a summary at the end that repeats the substance of a longer discussion
recce,reconnaissance (by shortening)
recco,reconnaissance (by shortening)
reccy,reconnaissance (by shortening)
recta,the terminal section of the alimentary canal; from the sigmoid flexure to the anus
recti,any of various straight muscles
recto,right-hand page
recur,happen or occur again
redly,displaying a red color; -Adria Langley
redox,a reversible chemical reaction in which one reaction is an oxidation and the reverse is a reduction
redux,brought back
reedy,having a tone of a reed instrument
reefy,full of submerged reefs or sandbanks or shoals
reeve,female ruff
refer,make reference to
refit,outfitting a ship again (by repairing or replacing parts)
regal,belonging to or befitting a supreme ruler
regur,a rich black loam of India
reify,consider an abstract concept to be real
reign,a period during which something or somebody is dominant or powerful
reins,one of a pair of long straps (usually connected to the bit or the headpiece) used to control a horse
relax,"become less tense, rest, or take one's ease"
relay,the act of passing something along from one person or group to another
relic,an antiquity that has survived from the distant past
remit,"the topic that a person, committee, or piece of research is expected to deal with or has authority to deal with"
remus,(Roman mythology) the twin brother of Romulus
renal,of or relating to the kidneys
renew,"reestablish on a new, usually improved, basis or make new or like new"
renin,a proteolytic enzyme secreted by the kidneys; catalyzes the formation of angiotensin and thus affects blood pressure
repay,pay back
repel,cause to move back by force or influence
reply,a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation
repot,"put in a new, usually larger, pot"
rerun,a program that is broadcast again
reset,device for resetting instruments or controls
resew,sew again
resin,any of a class of solid or semisolid viscous substances obtained either as exudations from certain plants or prepared by polymerization of simple molecules
retch,an involuntary spasm of ineffectual vomiting
retem,desert shrub of Syria and Arabia having small white flowers; constitutes the juniper of the Old Testament; sometimes placed in genus Genista
retia,a network of intersecting blood vessels or intersecting nerves or intersecting lymph vessels
retie,tie again or anew
retry,hear or try a court case anew
reuse,use again after processing
revel,unrestrained merrymaking
revet,construct a revetment
revue,a variety show with topical sketches and songs and dancing and comedians
rhein,a major European river carrying more traffic than any other river in the world; flows into the North Sea
rheum,a watery discharge from the mucous membranes (especially from the eyes or nose)
rhine,United States parapsychologist (1895-1980)
rhino,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout
rhomb,a parallelogram with four equal sides; an oblique-angled equilateral parallelogram
rhumb,a line on a sphere that cuts all meridians at the same angle; the path taken by a ship or plane that maintains a constant compass direction
rhyme,correspondence in the sounds of two or more lines (especially final sounds)
riant,showing or feeling mirth or pleasure or happiness
riata,a long noosed rope used to catch animals
ribes,a flowering shrub bearing currants or gooseberries; native to northern hemisphere
ricer,a kitchen utensil used for ricing soft foods by extruding them through small holes
ricin,a toxic protein extracted from castor beans; used as a chemical reagent; can be used as a bioweapon
rider,a traveler who actively rides an animal (as a horse or camel)
ridge,a long narrow natural elevation or striation
rifle,a shoulder firearm with a long barrel and a rifled bore
rigel,the brightest star in Orion
right,an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt
rigid,incapable of or resistant to bending
rigor,something hard to endure
riley,United States poet (1849-1916)
rinse,a liquid preparation used on wet hair to give it a tint
ripen,cause to ripen or develop fully
riper,fully developed or matured and ready to be eaten or used
risen,move upward
riser,a person who rises (especially from bed)
risky,involving risk or danger
ritzy,luxuriously elegant
rival,the contestant you hope to defeat
riven,tear or be torn violently
river,a large natural stream of water (larger than a creek)
rivet,ornament consisting of a circular rounded protuberance (as on a vault or shield or belt)
riyal,the basic unit of money in Saudi Arabia
roach,a roll of hair brushed back from the forehead
roast,a piece of meat roasted or for roasting and of a size for slicing into more than one portion
robin,small Old World songbird with a reddish breast
